Sr. No.,Content ID,User ID,Category,Type,Datetime,Sentiments,Score
516,6ee96d2e-a110-4e43-ab89-b5577b7b3dab,132b1407-16fa-48f8-8112-3e426974bbb7,Culture,Intrigued,6/27/20 21:26,Positive,45
517,b014a42b-c469-4c26-b4aa-256f4d3d5072,6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,Culture,Adore,12/29/20 2:58,Positive,72
518,3210c7c6-e7a2-4ae3-b69b-a111b359c56d,225f147b-0951-40a8-96fb-2ceba9f3153a,Veganism,Peeking,12/16/20 23:18,Neutral,35
519,9bc09268-79e8-4402-ba22-ffd1e45fa66d,d97f6964-a2d4-4d55-8f3d-5b4aac2f569f,Travel,Love,12/30/20 13:38,Positive,65
520,f7b57d86-228b-4777-be51-dde8702f7b4c,08c64787-e47b-4a7f-b00b-5590eb5fbc3a,Cooking,Love,7/3/20 7:51,Positive,65
521,bc604b62-adbc-4c93-a2ae-602160714d1c,95f4bf3f-7eb7-429a-9f48-0f7cbdf0beaa,Cooking,Super Love,7/5/20 14:48,Positive,75
522,e4487829-621f-4265-8665-42a4c0610745,6fd58dea-315a-4ab2-8023-424a6ff455cd,"""Food""",Indifferent,4/9/21 3:01,Neutral,20
523,06cc70bd-87c7-4d40-81f9-8a4b9bc9856b,ed1c744d-8561-4b41-b83c-7bf554fbca97,Technology,Heart,10/22/20 5:36,Positive,60
524,3ea56656-03ef-4199-b253-b5241ee21eb7,8dda1a41-9e57-4944-bd36-18c0ac343b13,Veganism,Love,10/29/20 16:03,Positive,65
525,55d5d3f9-566c-4fcc-b24e-02ca826cce58,ec2729db-9794-466e-93ba-a19402e16bef,Science,Intrigued,9/16/20 2:12,Positive,45
526,27026304-2cb5-4d64-9959-9ff0328aaa03,2941011b-f214-4430-8a14-e791ed0805bb,Dogs,Want,5/31/21 14:34,Positive,70
527,d3cc1365-2267-4b4a-8a06-40065d7ae0c9,7d8464e7-44df-46bd-b338-d599eb730ea2,Public Speaking,Scared,8/19/20 14:28,Negative,15
528,4b1c315b-84a8-400a-bb49-9fec7dc767d5,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,Fitness,Interested,4/23/21 15:24,Positive,30
529,90418e93-aa5a-4608-866e-25464b617c9b,c834ba1d-8a10-4984-aaf2-7c2eab207076,Science,Adore,8/20/20 7:18,Positive,72
530,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,c64c5004-6ab5-4faa-9fcd-8039fe57799d,Soccer,Like,11/28/20 9:30,Positive,50
531,b2055111-9b7b-4a05-9f07-ac190a5391f0,fa3e42f0-71d8-455f-b024-e52d5c27a145,Food,Hate,12/22/20 5:08,Negative,5
532,e3bb5693-091c-47de-b4b7-78e28b5fbb98,d1a89d23-7d17-4949-9e1a-637317141f3d,Education,Cherish,10/17/20 7:48,Positive,70
533,d95a7e4c-d504-4cba-9bcc-4c4b1bfb06d0,0f21b6d6-7be6-484c-9698-d851ad7d43c5,Technology,Want,9/28/20 3:08,Positive,70
534,36bd1711-92f6-4240-8ac5-21df845abe86,4cbd005f-69d5-4a83-9947-7009f69c0e7d,Technology,Want,5/17/21 2:21,Positive,70
535,2c9b8ec2-7eb1-47fd-891d-a5b23c019839,f25dc445-de4a-47ee-92a4-0ff29c56656d,Culture,Cherish,10/30/20 11:16,Positive,70
536,9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,1e571af5-1796-424c-b744-a925897d44a3,Travel,Interested,4/13/21 17:42,Positive,30
537,e1484938-7b94-481e-ad0f-46629c043c96,5b3b843e-7c66-4eac-82b6-8d6f7a19277c,Science,Interested,5/28/21 12:24,Positive,30
538,e1b4a0fe-5069-4765-8170-ef44ab8f102c,7be6e8bc-39b0-4035-ac93-1df8fd7e1928,Tennis,Like,8/17/20 14:37,Positive,50
539,7c4f0389-01a5-4ea8-a643-83414441fe81,9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,Tennis,Indifferent,8/20/20 13:33,Neutral,20
540,584211e8-3ca9-41a7-aeea-1d308bda53fd,8d3661fd-d953-4c1b-857d-82b3e34f569e,Studying,Super Love,7/5/20 11:17,Positive,75
541,d05568a5-a7bf-4235-9b63-1e2233adf9a8,40e643fb-369c-4ecb-beb7-810114f331fa,Technology,Adore,1/28/21 15:53,Positive,72
542,596a3ffe-1e2a-4999-bf8d-c8f4a8974343,24789387-968b-425a-8836-14e243cda16c,Animals,Interested,9/28/20 14:02,Positive,30
543,f8119ef8-1f00-49e4-b468-86dd64042053,375985a6-ae79-43d2-b7c6-b182d83f1eaf,Culture,Worried,7/28/20 8:00,Negative,12
544,b467bf5d-1bcd-4c52-a667-6b88269ad02a,7b7b5825-2ae1-4119-99a7-e638f13267a0,Dogs,Like,4/15/21 7:50,Positive,50
545,632875ea-56de-4160-a76c-d1b3ae9e566f,dd118345-3ba6-4800-9686-d5479fee403d,Public Speaking,Interested,12/2/20 12:08,Positive,30
546,24231380-c9a7-4b07-bd51-c9bd5c49cb7c,70848bd7-6cd5-4686-b22b-a9afb05541a5,Cooking,Dislike,1/22/21 5:03,Negative,10
547,f0eb58d4-5e4e-4dd6-bbd9-853492b2e45a,311d7214-711f-4f66-bc9a-e835fa54ffb6,Tennis,Hate,2/20/21 3:14,Negative,5
548,1c6be4a3-85ae-48da-81ff-44262690af51,a710ab29-b72a-42c8-a79b-42e63d4a8bfd,Education,Disgust,12/30/20 19:04,Negative,0
549,a5b45b7b-dec4-4c26-9323-a3d9a8cb9d5e,47def058-01cc-478f-9830-eaddcccac633,Animals,Hate,1/31/21 21:08,Negative,5
550,6054518c-4c28-4d65-8ebe-3b4f56108f29,2026ccb6-77b2-494c-9b6b-a5d32aa86776,Healthy Eating,Dislike,4/8/21 1:20,Negative,10
551,73ef953a-5bda-4532-bcd5-85a2cb61b803,c1e01541-7508-4712-a22c-0370f232a41e,Studying,Disgust,5/7/21 7:54,Negative,0
552,a727ed7f-5684-4536-b543-8e8fc93f40b1,683d880b-3ccf-4f4d-8182-96e7a7a884bd,Cooking,Intrigued,1/1/21 7:25,Positive,45
553,8fa19e64-72ab-4cff-bc92-b8a057395043,95258c36-5b6b-4591-85ee-0c43f503c1d5,Food,Adore,11/8/20 19:19,Positive,72
554,634a05ab-0751-45fa-a1b4-b4a9b8342f61,35d6a1f3-e358-4d4b-8074-05f3b7f35c2a,Travel,Heart,2/21/21 22:43,Positive,60
555,fa337cb5-179a-4f92-a085-e6b3c60e2854,5a1ab9a3-1983-4021-9557-d3700a276746,Food,Worried,4/30/21 14:08,Negative,12
556,46219a74-c2db-4479-a96a-d3ee54d1ea7f,47def058-01cc-478f-9830-eaddcccac633,Soccer,Peeking,3/9/21 18:00,Neutral,35
557,1cd59d79-a2ca-4a99-92aa-2775117c4589,b870b764-7447-4990-a8d4-024d33e0e67d,Science,Intrigued,2/19/21 7:43,Positive,45
558,d374af60-1487-4ee4-ac6a-fcc59ae6ea45,132b1407-16fa-48f8-8112-3e426974bbb7,Dogs,Hate,11/11/20 16:51,Negative,5
559,f6fed2d9-0e25-48b8-bb76-f7cb0667553a,bf721d00-4fa1-44b1-834f-4730cd51aefa,Soccer,Disgust,8/16/20 3:28,Negative,0
560,12c49449-a896-48cb-a33b-47e8952f23a7,f8926cfa-7036-4929-b5db-925c26daea1a,Fitness,Scared,3/7/21 11:31,Negative,15
561,e949f4c9-81b0-44dd-8a69-0c233134bccd,07f4dcd0-2bf3-4f21-9da3-b054b511ae00,Culture,Love,8/28/20 5:03,Positive,65
562,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,Travel,Scared,9/26/20 7:01,Negative,15
563,1735c0ee-4834-4428-8e6c-014e8fd44bc5,330ded4b-db65-485a-80a4-6b3bffd33067,Technology,Adore,8/27/20 23:23,Positive,72
564,fdca8d15-966b-4825-8133-1fafc5c1f9fc,0f21b6d6-7be6-484c-9698-d851ad7d43c5,Dogs,Want,4/23/21 9:04,Positive,70
565,e1da66ba-31f3-46af-aaa3-a183e3e7eb56,b8c653b5-0118-4d7e-9bde-07c2de90f0ff,Veganism,Cherish,12/11/20 13:25,Positive,70
566,116451da-4b67-4bcb-b43b-b19a914e0d36,31d378e7-9e95-4e8a-b564-7fd346027dfe,Food,Indifferent,7/15/20 9:17,Neutral,20
567,c39f187c-932b-4403-ba6f-e081b235dbd4,b3e73328-3638-4913-b7ae-3a6a64c1cd62,Travel,Heart,9/9/20 11:03,Positive,60
568,fc462e49-0f19-4601-9f92-a31c9542887c,0a1cde57-79ab-4c61-b664-1d3b290b43cf,Education,Heart,9/8/20 7:51,Positive,60
569,48fd48c7-bc82-414e-8941-aa2090183aec,85eca06e-b8db-4fd9-b083-da47572c40b2,Dogs,Love,1/26/21 23:38,Positive,65
570,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,63e1cb43-d3dc-491a-af16-209c1c152c44,"""Technology""",Indifferent,2/17/21 22:10,Neutral,20
571,87958932-6baf-4339-b01b-6112d9b180ed,5ff89fb3-b364-494f-b62d-07097b2ffa12,Culture,Indifferent,7/11/20 18:20,Neutral,20
572,2f246c65-25f0-4144-b3f1-a180865b1766,ed3494e3-695b-4068-a725-09c6cdf92d63,Technology,Cherish,4/18/21 16:22,Positive,70
573,5403a041-447d-42c1-a9f2-3c525449b3b8,f7785ec1-7383-4815-8206-80de7c05fdf9,Public Speaking,Cherish,11/18/20 20:11,Positive,70
574,e57d3bd7-da38-492d-a87d-3a643f61fd9c,23cc47ff-e5cd-4915-828d-258aefce5a14,Education,Scared,12/10/20 6:52,Negative,15
575,1d8fbfdc-3c0f-4fbf-ac50-f812ce9db36e,0a1cde57-79ab-4c61-b664-1d3b290b43cf,Food,Peeking,9/1/20 19:13,Neutral,35
576,b0cad7dc-6333-4160-8e7f-425182eb4e29,2f112802-2501-45b5-a9d9-470cda6ef23e,Dogs,Disgust,3/13/21 20:47,Negative,0
577,70047f87-af62-4674-bf30-a03c9ee9db09,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,Food,Heart,5/4/21 17:10,Positive,60
578,0f254679-b92b-4a2c-84b0-ba6f84f59a33,132b1407-16fa-48f8-8112-3e426974bbb7,Veganism,Like,6/2/21 18:35,Positive,50
579,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,Healthy Eating,Interested,5/8/21 5:29,Positive,30
580,d1086f65-a34e-4694-83a8-df971a3041d0,4ef2c812-b152-4a72-a443-f4ff787d7b0d,Technology,Worried,1/20/21 8:26,Negative,12
581,b62831cc-7447-465b-9c58-1fc659b17310,76a034b7-e163-4735-a15b-b0ff645ca627,Animals,Super Love,6/1/21 15:16,Positive,75
582,2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,542041fb-f361-4353-b0f0-442c1585317a,Culture,Worried,12/10/20 7:33,Negative,12
583,f9c0a47d-c96d-4457-a1be-aa7642ea38c1,63e07d14-7bed-44b8-9cf0-4a7e9b2a99ea,Culture,Intrigued,3/1/21 14:33,Positive,45
584,b3c0379a-b71a-4f6f-9fde-ceb636739633,054b5d2a-7ee3-49c8-912a-1cf58389ae60,Culture,Disgust,4/2/21 11:54,Negative,0
585,02fca291-d239-4303-8725-1c114be2f32a,d5b6f279-ab5f-4391-b92a-c8acc8ceceb6,Dogs,Worried,10/29/20 17:17,Negative,12
586,af8ab833-e28c-4451-b7f6-83f3953d556b,ed1c744d-8561-4b41-b83c-7bf554fbca97,Dogs,Super Love,6/13/21 1:20,Positive,75
587,00d0cdf9-5919-4102-bf84-ebde253c3cd2,fe224147-e893-4178-b46e-b12f22bd7ed1,Healthy Eating,Scared,3/13/21 9:21,Negative,15
588,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,d97f6964-a2d4-4d55-8f3d-5b4aac2f569f,Technology,Want,2/12/21 14:23,Positive,70
589,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,26c9a1fc-78b0-460b-8931-cec1dc87aa0d,Healthy Eating,Dislike,3/1/21 5:56,Negative,10
590,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,877ce8ba-564f-4b86-9cdc-94a93d9a7997,Animals,Heart,8/8/20 9:50,Positive,60
591,072fb6c2-1505-408a-a35d-f0c4ffaf2696,cafa0d07-63be-4b5b-bc7f-c4f4091d403d,Fitness,Scared,10/19/20 23:30,Negative,15
592,baadf2d9-ab5b-458d-a3cf-37c39a69be50,72f7f84c-5bcc-4380-81cd-3378ce0a1b32,Technology,Super Love,9/4/20 14:43,Positive,75
593,c2373565-f5f1-415f-9786-49ff558c7739,5c433d28-dfb7-4456-a468-dc3705147ce0,Soccer,Intrigued,3/21/21 1:54,Positive,45
594,cc253c91-6df6-4de5-ab4e-6d1127620fd6,fc17ca61-7c66-4ceb-8504-32f58b438b45,Science,Super Love,4/29/21 0:33,Positive,75
595,b0fbee80-d1fe-4be5-9a32-47f61e395669,2ab641a8-6ad4-4d1a-8511-d87ff5346773,Dogs,Want,6/24/20 22:35,Positive,70
596,327dd631-2d6b-4acb-b0a7-804cda5009b2,225f147b-0951-40a8-96fb-2ceba9f3153a,Cooking,Scared,2/1/21 5:19,Negative,15
597,0c6e8e2a-7692-4490-b545-f76b0d06697a,66663a0d-856f-487f-a2a2-258af21ab3e5,Animals,Peeking,7/26/20 21:22,Neutral,35
598,9476189c-8342-489e-985c-81de9320f527,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,Soccer,Worried,9/5/20 7:49,Negative,12
599,d539c60f-9967-44b0-a11e-26d5dfa43884,66663a0d-856f-487f-a2a2-258af21ab3e5,Fitness,Love,6/27/20 17:10,Positive,65
600,410c757b-918f-4c71-892b-2e6e7697bd86,c5d04879-87bd-4950-9e63-334382ef53af,Travel,Hate,4/20/21 23:36,Negative,5
601,51577f6a-e29e-4ed2-93eb-e7bd4eda800a,e69d9ade-20e5-4e31-bc70-5a46556c530f,Dogs,Love,9/14/20 13:09,Positive,65
602,a52f38d8-1c2e-4adc-b451-01c49f650195,afab7336-04d3-45fe-8917-0327c56e7435,Healthy Eating,Worried,1/20/21 2:43,Negative,12
603,436536b2-6d05-4e20-af6e-cade48b4bcf9,1798905d-6c3a-4e5d-a9d1-ce429b1260d7,Cooking,Scared,1/21/21 7:52,Negative,15
604,9c55917b-055c-4ae0-b044-cce9fb89bfa9,fe1c151b-1a95-43fa-9a4c-f3214adba852,Soccer,Disgust,9/6/20 7:07,Negative,0
605,5e813176-850f-4791-a750-4961429c2458,72d2587e-8fae-4626-a73d-352e6465ba0f,Soccer,Cherish,3/8/21 14:46,Positive,70
606,520450a4-c852-4a4e-9383-30657dd07533,de050611-e926-43bb-b1ea-502d8bd25bfc,Public Speaking,Scared,2/4/21 15:04,Negative,15
607,c2fbcf27-369b-4385-925a-ca2eca1403c1,9ed68c70-13fd-4346-808f-2665943c46d6,Culture,Heart,11/4/20 21:46,Positive,60
608,10683ab8-914b-43ae-ad2d-b2fd6a48dc33,73a9e869-62a6-4508-b146-20dc9de19276,Soccer,Like,12/30/20 15:54,Positive,50
609,431c5aac-aa89-41e0-99e0-92d237ca9408,fe0e2711-bad0-4a0a-90fa-b2d9e8c773a8,Technology,Interested,6/3/21 5:07,Positive,30
610,d0f8e229-c57e-460c-a08f-59672c606151,ce9b41f4-625e-4868-83d1-6b53767a8af5,Soccer,Scared,8/16/20 13:42,Negative,15
611,6a30164f-28c3-4d10-b928-66585a85cbb5,2af7f476-41b6-4147-aac7-0bbcb5043895,Soccer,Hate,1/20/21 10:50,Negative,5
612,2387f014-e650-4df6-8daf-a9d863c10c7e,e6a52b6a-20ec-4b09-bbb7-4a1138014985,Food,Peeking,1/30/21 4:23,Neutral,35
613,bead7e6d-0e1f-489d-81b2-d006a67b5b33,c64c5004-6ab5-4faa-9fcd-8039fe57799d,Science,Like,11/19/20 9:20,Positive,50
614,9c8be342-6cff-4d80-bf94-fd0fd8ccd845,b9480379-4b96-412c-8dca-96fff9ae81a3,"""Dogs""",Like,9/18/20 23:54,Positive,50
615,273cb565-8c43-428e-bd2b-46ae0c2ae046,66663a0d-856f-487f-a2a2-258af21ab3e5,Animals,Worried,4/21/21 22:03,Negative,12
616,5b71c62f-2c89-4d19-991f-65fedd0b52fd,5d04455b-a95e-40d8-bcd4-8c485777c47f,Education,Like,5/13/21 6:25,Positive,50
617,d624685f-99a7-4aee-902b-283f5cf85ada,13f0db8a-152a-496f-a6e8-1ed6a90b8788,Studying,Intrigued,5/31/21 9:17,Positive,45
618,965a00aa-3037-4ea6-b6be-26f6fbee029e,f50ac030-3af8-4e07-aacf-dccff353b8f6,Public Speaking,Interested,3/29/21 19:14,Positive,30
619,84a81261-6334-4ba5-978d-26a45d28a44f,48e26178-5cdd-4568-9990-d3bc5937910b,Animals,Dislike,10/15/20 5:04,Negative,10
620,595037a5-5e9a-42f6-8f50-a55827dc41ac,72f7f84c-5bcc-4380-81cd-3378ce0a1b32,Animals,Like,5/17/21 17:34,Positive,50
621,22cdf77b-00c8-41c3-ad59-333c3e751e2c,c1e01541-7508-4712-a22c-0370f232a41e,Fitness,Interested,12/10/20 23:25,Positive,30
622,28b8c278-a125-4295-98dd-5f8d45c3200b,07061727-dc05-4411-ab78-79f95b1869a9,Tennis,Like,8/3/20 7:13,Positive,50
623,e1792fe6-28e0-49fc-8b01-0e027461d8b5,6fb7ead6-71f3-4f57-94bd-18111fbc5e1a,Technology,Interested,7/26/20 3:21,Positive,30
624,0c91753a-0bb4-4b77-a919-96c2f998ad91,5ffd8b51-164e-47e2-885e-8b8c46eb63ed,Fitness,Worried,6/12/21 11:36,Negative,12
625,fd0a3090-6b89-4c4e-9192-1aa4db213a3e,9e9cf8e7-6731-47da-bc0f-3a487e835586,Cooking,Intrigued,10/21/20 5:08,Positive,45
626,9a25d0c6-1134-41d2-abc4-e893c41363bc,9a5c1dcc-d26b-4303-b487-3075e7d34e02,Science,Dislike,2/5/21 10:22,Negative,10
627,2f5dd79a-8884-4086-ab6f-00b3bea9d366,286516cf-d236-40de-8d28-7d0bd173125d,Cooking,Indifferent,3/28/21 2:00,Neutral,20
628,5a0b2edf-78dc-4c4f-ada9-464523b52f12,ffdb3615-516c-422f-aa24-a137e3027d3a,Fitness,Scared,2/21/21 21:45,Negative,15
629,37ff78d3-d31c-4bde-95c6-83390749a367,f7d73e35-248c-4369-9e4d-1f38bea06a5f,Fitness,Intrigued,6/8/21 17:46,Positive,45
630,d86a1ec9-a883-44f8-b1ad-2a182c741fe7,002cd824-10f2-447c-8d1c-940325a1cdf4,Public Speaking,Super Love,12/3/20 6:23,Positive,75
631,dfaed54d-123d-46c6-8a86-dd11c30e4ca3,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,Fitness,Cherish,3/5/21 14:45,Positive,70
632,cbf66fdd-cd86-4517-8081-181e45f13823,23483ddd-e43e-4c5f-a1b7-5392410aa8d1,Science,Love,6/14/21 18:06,Positive,65
633,18cb1ce7-fb66-4a56-8042-e38c9593ade1,a58444bc-a23e-40a1-b09d-0f90bd5cd6b3,Animals,Want,6/27/20 0:13,Positive,70
634,d0c1d7f4-7735-49a9-ab6b-2cdb2338a609,941db1b1-270d-47f8-8a96-43f5a7481f03,Travel,Hate,12/2/20 20:40,Negative,5
635,f3e8d168-6fb9-48b9-8347-b35595162c1d,5ffd8b51-164e-47e2-885e-8b8c46eb63ed,Soccer,Adore,8/3/20 17:40,Positive,72
636,781383dc-f5ff-4d62-87df-c3557f5eced9,acfcd174-178c-4af3-8118-5be702fb80cf,Technology,Hate,9/16/20 15:19,Negative,5
637,efffd88f-7ddb-4579-bbf2-e3d248c122b4,9d0a0b94-b081-40d7-bf56-6f8f4750dbaf,Tennis,Hate,11/12/20 1:02,Negative,5
638,f9e9544e-16b5-416f-9aec-80a723d1e64c,877ce8ba-564f-4b86-9cdc-94a93d9a7997,Culture,Like,4/20/21 18:27,Positive,50
639,43830153-4c89-4502-a7f7-bedbc08cf903,6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,Fitness,Love,10/16/20 22:29,Positive,65
640,0be329af-19d6-4a34-8bc1-f4391e9877dd,80e03bc0-fc8f-475b-a4dd-870844b7a313,Dogs,Like,12/12/20 2:35,Positive,50
641,99fcc8a6-550f-47a1-b312-aba8a031f6c7,084eb113-0d87-4ae5-891b-2ec7f1e194a8,Travel,Want,10/20/20 1:57,Positive,70
642,7cbe1ddf-f81e-4597-be11-420b4dd815dd,ba55c3a8-5ab2-486a-8c90-b972117453bb,Technology,Scared,9/17/20 7:56,Negative,15
643,aafa015b-7447-421e-91bb-b64720402d9e,85a3acae-0e71-49f4-a6ee-13d3df1f4962,Cooking,Hate,8/30/20 7:14,Negative,5
644,72167d71-578d-428f-af6d-5a8a92e677af,4fe1900d-5e78-41a3-88ed-18e6889c6c77,Animals,Adore,3/5/21 20:20,Positive,72
645,b0dd04df-83a1-470f-80ad-bb173a5e44bc,ef629f00-391d-4a79-af74-77a9afdbbd41,Cooking,Interested,4/17/21 17:38,Positive,30
646,5f87a730-589d-48fb-ab94-e69274d7b89e,1879b698-1639-438e-a07e-ddd735f8d57c,Food,Cherish,11/7/20 23:19,Positive,70
647,74622897-59cb-4cf4-8ffe-3a25aeebc234,fe1c151b-1a95-43fa-9a4c-f3214adba852,Fitness,Love,8/4/20 20:04,Positive,65
648,09f5578e-6cf1-4e80-b102-7aae7b9d5d67,225f147b-0951-40a8-96fb-2ceba9f3153a,Studying,Want,4/10/21 19:18,Positive,70
649,f86dae91-1330-45cc-8353-32839ea82ba6,0c347562-ce55-450b-91ab-0707662b36f5,Tennis,Interested,1/28/21 5:12,Positive,30
650,bfeb6117-9179-469d-9ea8-8f41a251a5fc,4cbd005f-69d5-4a83-9947-7009f69c0e7d,Fitness,Peeking,6/29/20 3:53,Neutral,35
651,1287b5c5-604b-462b-bf77-e64a8e89739e,2026ccb6-77b2-494c-9b6b-a5d32aa86776,Studying,Cherish,10/30/20 15:25,Positive,70
652,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,561b08d6-1084-4115-933d-db3e60edfd8b,Education,Interested,1/31/21 19:18,Positive,30
653,a6cace19-96eb-40b3-b6fb-2a1a4e444dde,17bc2431-754a-46e8-81e2-32820d3fc612,Cooking,Peeking,12/28/20 2:43,Neutral,35
654,1b7d1f70-21dd-483b-b395-e15f4c2368f1,15cf4392-8541-422b-8957-a9c0380c11d9,Animals,Want,4/11/21 5:41,Positive,70
655,27e2cea3-b408-4e66-801b-29fdf7c03b05,3a80467c-0f1f-49ca-b904-1938ea2177a9,Travel,Want,7/6/20 6:29,Positive,70
656,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,40e643fb-369c-4ecb-beb7-810114f331fa,Technology,Dislike,2/25/21 3:12,Negative,10
657,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,98511140-45c4-4faa-9962-fea5ad618ea3,Culture,Intrigued,9/29/20 13:18,Positive,45
658,3fc1f583-ce7e-4cfe-b891-d16976953fda,3954373b-2411-4d3a-98ba-03bafc1a1a6d,Science,Interested,11/19/20 20:16,Positive,30
659,5d3d5107-2404-4fb8-a9b6-3c8428492f64,104c4dcb-70d5-4d87-b5b5-8b67205891fe,Studying,Like,1/15/21 20:06,Positive,50
660,46c69019-89b5-4a13-9b8a-2942ca22837f,79acce4b-b991-4a68-b762-d496686a4f32,Science,Hate,6/24/20 11:46,Negative,5
661,2c043e74-63e2-472b-a31a-6ea060febfc1,7be6e8bc-39b0-4035-ac93-1df8fd7e1928,Education,Peeking,5/22/21 6:03,Neutral,35
662,6b2db46f-f733-4b56-af09-0ed7bb232ed4,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,Animals,Heart,6/11/21 2:47,Positive,60
663,7df4b13f-c41a-4c81-88fb-213a6a96acc5,0873e9a7-234a-4096-a92a-8dc7a03eb0c5,Culture,Want,4/8/21 17:34,Positive,70
664,7df08397-b59a-4973-8c62-fc5d4c36c08a,f86853a2-acda-4319-a50c-03f014248042,Veganism,Want,12/16/20 14:06,Positive,70
665,28fc1e6d-eae9-47de-af11-11ad726b2a88,3f2d07e5-3604-4873-9737-bb44340773d8,Cooking,Heart,11/7/20 8:22,Positive,60
666,7e9865ec-7455-4b39-89f7-92e2a82d0f12,ded166ee-173b-4a56-bc6d-464c35709670,Education,Cherish,10/2/20 0:55,Positive,70
667,b6f447e5-0a89-468a-8ad2-fd45676170d5,4dc7482d-e44b-47cc-bc27-7bf663497997,Veganism,Adore,11/27/20 12:34,Positive,72
668,292051b5-b835-4a60-962a-bddf10da82bd,311d7214-711f-4f66-bc9a-e835fa54ffb6,Technology,Dislike,2/26/21 19:03,Negative,10
669,088e2e43-61a8-475f-a3e6-061f626b0f16,1879b698-1639-438e-a07e-ddd735f8d57c,Veganism,Dislike,6/23/20 17:32,Negative,10
670,bb6c0257-5d4d-4bb8-be58-4bd7ebd9c337,7d624010-a0e7-455b-a606-48c5c467dd80,Animals,Love,3/3/21 20:09,Positive,65
671,02664d35-87cf-46a6-a80b-78fbc9ac8b2f,69fcad9e-45a9-4189-b7e1-96b26c57c542,Science,Worried,7/25/20 23:37,Negative,12
672,e0cb0394-c5b2-447a-a9f4-88604a3ec283,92423e9a-4e8c-49bc-be75-c819912696ce,Public Speaking,Hate,5/6/21 13:45,Negative,5
673,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,ef56931b-540b-4166-9090-73ae48ac8d97,Education,Like,10/8/20 23:31,Positive,50
674,e17bade2-3175-49eb-92f4-7f2eac74147a,1582dac6-ebec-43ed-a34a-1a202ca72627,Soccer,Intrigued,12/29/20 9:21,Positive,45
675,3896723f-560c-4008-9635-e3ecf1e2b37c,f62c96d8-5b1e-45c6-8a65-b36a9387827d,Cooking,Want,12/1/20 6:00,Positive,70
676,a048f504-f428-438d-bb91-f1ad562ff5f8,89572273-761e-46f3-8b99-1689d98aac90,Public Speaking,Cherish,3/20/21 5:50,Positive,70
677,9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11,e09aa625-3db7-49bd-be09-9aaa0c86a8bf,Cooking,Scared,2/12/21 20:42,Negative,15
678,ef1ed168-7433-4233-ade8-95070d70a382,922d93a7-d56a-4e74-b1bf-1e7bab42dcc4,Travel,Cherish,5/24/21 7:36,Positive,70
679,bb157107-088c-45aa-8d16-5c093a7471c6,3b751c3f-bab7-4b2b-a95f-10d57c02aa6a,Culture,Worried,7/28/20 2:44,Negative,12
680,45630f5a-78c1-46a1-bdc7-79cd11bb3c13,3956593b-7739-426a-b7a5-e841c95a5df9,Travel,Adore,10/1/20 9:00,Positive,72
681,79818849-98f9-4b6b-9be8-4ed4c1ad59a5,40e643fb-369c-4ecb-beb7-810114f331fa,Fitness,Cherish,1/13/21 23:54,Positive,70
682,475541da-3402-4d0e-9df5-0da198f8fc9c,4bc62825-3109-4796-9465-1bf853165347,Culture,Worried,5/21/21 13:33,Negative,12
683,dc1d4628-4edc-47c2-8da7-0b3d16ef5ddf,bf970f55-66c1-402d-a5d7-f086421516c9,Technology,Interested,12/14/20 22:02,Positive,30
684,17e3a8c5-ecb6-445d-8b69-f8c202d08549,69532ce2-1ffe-4187-8042-0230d115b24e,Cooking,Dislike,9/11/20 8:28,Negative,10
685,df06cdab-afc8-4965-9b10-c270b0cafedf,e2377b94-f06a-49ed-a266-377c4b07e980,Animals,Indifferent,4/15/21 5:24,Neutral,20
686,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,56b8948a-68bd-425f-b842-eabe6bcfacca,Education,Disgust,1/23/21 5:19,Negative,0
687,c582f515-4d90-4ae6-9ab7-059fdbd7956c,b827588c-31b2-47f3-916a-a1dbf7987f50,Technology,Worried,10/28/20 22:19,Negative,12
